word,freq
wellhead,242
correct,242
confirm,241
unify,240
place,240
fax,239
feb,239
still,237
f,237
continue,237
phone,236
allocation,233
keep,233
fw,231
inc,230
h,230
begin,229
meyers,228
extend,228
iv,228
path,226
howard,225
put,224
november,224
ask,224
pg,224
hplno,224
rita,222
thursday,222
february,222
tx,221
lannou,221
hank,220
review,219
manager,218
december,218
demand,218
high,216
global,216
move,214
since,214
young,213
sell,211
good,210
r,208
office,208
address,208
estimate,207
jan,207
noms,206
do,200
support,200
free,200
click,200
available,199
book,199
market,198
pefs,198
agree,197
however,197
enronxgate,197
great,196
weissman,195
complete,195
mike,195
cec,195
account,194
james,194
handle,194
katherine,194
able,194
wynne,193
doc,192
period,192
camp,191
tuesday,191
carlos,190
data,190
copy,190
hplo,189
additional,188
trade,186
spreadsheet,186
allen,185
people,185
hour,184
control,183
txu,183
iferc,182
eastrans,182
access,180
buy,178
try,178
state,178
anita,177
id,176
reflect,176
actual,175
jones,175
firm,174
advise,173
zero,173
trading,173
way,171
fred,170
sherlyn,169
pop,169
buyback,169
field,169
anything,169
swing,169
right,169
thru,169
logistics,169
pipe,168
home,168
someone,167
www,167
attached,165
possible,165
revise,165
leave,165
bill,164
wednesday,164
cover,164
track,163
dec,163
offer,163
cost,163
increase,162
record,161
clem,161
form,161
operation,161
imbalance,161
prior,160
meet,160
option,160
tell,159
either,158
position,158
darren,157
current,157
soon,156
natural,155
talk,155
scott,155
brenda,153
katy,153
st,152
ray,152
valley,152
must,151
gco,150
expect,149
tomorrow,149
stephanie,149
producer,148
gc,148
survey,148
donna,147
another,146
item,145
karen,145
te,145
amount,144
coastal,144
im,144
donald,143
cotton,143
rodriguez,142
stacey,142
facility,142
acton,142
parker,142
marketing,141
thu,141
equistar,141
lauri,140
nominate,140
gather,140
page,139
type,139
aep,139
run,138
development,138
richard,137
morning,137
entex,136
vlt,136
jim,136
valid,136
old,135
charge,135
deliver,134
detail,134
thing,134
hotmail,134
redeliveries,134
cynthia,134
victor,133
much,132
believe,132
midcon,132
party,131
power,131
schumack,130
error,130
location,130
charlie,130
corporation,130
link,130
remain,129
stone,129
allow,128
clear,128
risk,128
center,128
luong,127
dave,127
reinhardt,127
tax,127
part,126
settlement,125
payment,125
every,125
user,125
concern,124
carthage,124
outage,124
expire,123
reference,123
long,123
person,123
cheryl,123
web,123
lsk,123
herod,122
edward,122
return,122
ic,122
feedback,122
hplnl,122
impact,121
ken,121
letter,121
cut,121
thomas,120
jeff,120
albrecht,120
resolve,119
late,119
n,119
papayoti,119
already,118
unit,118
bryan,117
within,117
something,117
project,117
close,116
shut,116
lamphier,116
notice,116
yet,116
exception,116
actuals,116
storage,116
best,115
hope,115
addition,115
dfarmer,115
financial,115
beaumont,114
ranch,112
feel,112
east,112
even,112
direct,112
understand,111
everyone,111
baumbach,111
special,111
via,110
anyone,110
basis,110
internet,110
lst,109
appear,108
accounting,108
g,108
hold,108
sorry,108
methanol,108
three,108
verify,108
poorman,108
around,107
else,107
roll,107
might,107
jennifer,107
afternoon,107
dy,107
program,107
janet,106
visit,106
hesse,105
lsp,105
several,104
trader,104
neal,104
revision,104
dow,104
mobil,104
big,103
info,103
liz,103
yahoo,103
future,102
receipt,102
balance,102
intend,102
portfolio,102
probably,102
exxon,102
pricing,102
submit,101
stella,101
arrangement,101
stack,101
riley,101
enserch,101
notify,100
discuss,100
different,100
operate,100
many,100
expense,100
miss,99
mcf,99
staff,99
asset,99
el,99
cernosek,98
read,98
require,98
pathed,98
case,98
mailto,98
hall,97
password,97
central,97
aepin,97
kevin,96
communication,96
valero,96
appreciate,96
site,96
stranger,96
status,95
devon,95
limit,95
online,95
weekend,95
together,95
select,95
value,95
mm,94
document,94
koch,94
approval,94
determine,94
mid,94
level,94
sept,94
union,94
saturday,93
early,93
withers,93
lp,93
hear,93
cause,93
waha,93
morris,92
necessary,92
answer,92
open,92
without,92
associate,92
therefore,91
response,91
ce,91
bring,91
calpine,90
area,90
apache,90
fill,90
enrononline,90
williams,90
london,90
eol,89
physical,89
release,89
transportation,89
ee,89
bellamy,89
suite,88
white,88
approximately,88
scheduler,88
oasis,88
superty,88
application,88
night,88
mccoy,88
partner,88
easttexas,88
avila,88
comment,87
requirement,87
speak,87
william,87
zone,87
elizabeth,87
indicate,87
discussion,87
view,87
lamadrid,87
hi,86
effort,86
nguyen,86
charlotte,86
gpgfin,86
president,86
statement,86
bruce,86
herrera,86
hakemack,86
additionally,85
bridge,85
legal,85
write,85
star,85
city,85
beverly,85
sandi,85
cleburne,85
reserve,84
low,84
print,84
love,84
section,84
sally,83
monthly,83
guy,83
index,83
little,83
manage,83
tina,82
reduce,82
final,82
industrial,82
walker,82
hill,82
eileen,82
ensure,81
mean,80
reliantenergy,80
earl,80
interest,80
mention,80
game,80
stay,80
hesco,80
member,79
website,79
ca,79
reply,79
paso,79
cornhusker,79
content,78
johnson,78
lone,78
join,78
eric,78
stock,78
cdnow,78
expedia,78
kimberly,77
tejas,77
gomes,77
performance,77
experience,77
rebecca,77
exchange,77
image,77
ponton,77
oct,76
dan,76
boa,76
draft,75
ship,75
terry,75
vacation,75
prepare,75
adjustment,75
small,75
enw,75
channel,74
adjust,74
happen,74
tisdale,74
exploration,74
analyst,74
credit,74
ees,74
tammy,74
assignment,73
responsibility,73
btu,73
whole,73
dynegy,73
room,73
v,72
etc,72
pool,72
hub,72
suggest,72
short,72
directly,72
mckay,72
capacity,72
interconnect,72
box,72
sign,72
nov,71
chance,71
ltd,71
reason,71
role,71
head,71
eb,71
result,71
opportunity,71
loss,71
neuweiler,70
lead,70
couple,70
step,70
specific,70
individual,70
pull,70
rc,70
owner,70
canada,70
sunday,70
unsubscribe,70
charlene,70
king,69
distribution,69
inform,69
jill,69
version,69
register,69
flash,69
holmes,69
commercial,68
ext,68
gtc,68
accord,68
heidi,68
rick,68
chad,68
capital,68
olsen,68
yesterday,67
valadez,67
asap,67
idea,67
greg,67
respond,67
ready,67
never,67
park,67
attachment,67
cp,66
stop,66
mop,66
rd,66
code,66
assume,66
always,66
enerfin,66
later,66
assistance,66
travel,66
side,66
personal,66
play,66
past,66
stephen,66
chris,66
west,66
availability,66
matt,66
svcs,66
linda,65
everything,65
pinion,65
grant,65
purpose,65
cell,65
apply,65
gulf,65
though,65
spring,65
kim,64
transition,64
second,64
assign,64
jo,64
interested,64
promotion,64
really,64
al,64
tetco,63
intrastate,63
brazos,63
excess,63
general,63
fare,63
winfree,62
sit,62
origination,62
hr,62
unaccounted,62
previously,61
attend,61
evergreen,61
terminate,61
server,61
troy,61
remember,61
test,61
security,61
class,61
dth,61
entry,61
mill,61
difference,61
matter,61
dollar,61
director,61
player,61
reveffo,61
christy,61
confirmation,60
top,60
county,60
monitor,60
seem,60
correctly,60
fix,60
money,60
training,60
tufco,60
importance,60
large,59
identify,59
kelly,59
decide,59
situation,59
non,59
responsible,59
save,59
share,59
exist,59
remove,59
louisiana,59
green,59
mmbtus,59
package,58
south,58
appropriate,58
csikos,58
paul,58
wait,58
ricky,58
daniel,58
quantity,58
mar,58
key,57
relate,57
trevino,57
hanson,57
jackson,57
walter,57
force,57
reach,57
gd,57
develop,57
friend,57
family,57
goliad,57
pager,56
cpr,56
morgan,56
occur,56
archer,56
jeffrey,56
post,56
recipient,56
schneider,56
god,56
voice,55
kristen,55
whether,55
encina,55
involve,55
mtr,55
cash,55
spinnaker,55
sun,55
panenergy,55
yvette,55
summary,55
station,55
mcmills,55
sat,55
important,55
school,55
marta,55
beaty,55
crosstex,55
gdp,55
conversation,54
aware,54
feature,54
column,54
hernandez,54
present,54
bid,54
blue,54
analysis,54
reallocate,54
thought,54
buyer,54
standard,54
dallas,54
prc,54
henderson,54
sweeney,54
california,54
hillary,54
epgt,54
care,53
discus,53
kenneth,53
ok,53
hey,53
plus,53
others,53
full,53
martin,53
contain,53
locate,53
golf,53
patti,53
turn,52
hawkins,52
yes,52
variance,52
ability,52
become,52
build,52
copano,52
senior,52
world,52
entity,52
third,52
lindley,52
mazowita,52
wallis,51
seaman,51
baxter,51
united,51
lonestar,51
ua,51
agency,51
focus,51
average,51
delta,51
sullivan,51
entered,51
swift,50
input,50
match,50
kc,50
engage,50
royal,50
enough,50
clean,50
entire,50
network,50
word,50
across,50
button,50
kathy,50
suzanne,50
mitchell,50
brown,50
ei,50
processing,49
texaco,49
hull,49
affect,49
load,49
volumes,49
chairman,49
calendar,49
kinsey,49
gift,49
quote,49
ls,49
job,48
event,48
sheet,48
ever,48
villarreal,48
baseload,48
southern,48
gottlob,48
download,48
environment,48
resume,48
million,48
committee,48
immediately,48
hotel,48
owe,48
pgev,48
gisb,48
pt,48
braband,48
pena,48
hplnol,48
kathryn,47
memo,47
bryce,47
delete,47
venturatos,47
measurement,47
rest,47
wish,47
assist,47
fine,47
solution,47
preliminary,47
certificate,47
maintenance,47
gcs,47
database,47
richmond,47
nick,47
counterparties,47
vaughn,46
nominated,46
llc,46
nd,46
holiday,46
gathering,46
cartwheel,46
fact,46
structure,46
real,46
ed,46
shipper,46
fri,46
easy,46
related,46
away,46
wholesale,46
glover,46
sap,46
department,46
leslie,46
light,46
joanne,46
ew,46
hard,45
brandywine,45
choose,45
upon,45
shell,45
instead,45
capture,45
communicate,45
enjoy,45
msn,45
apr,45
window,45
pcx,45
sa,45
reliant,44
primary,44
unable,44
petroleum,44
log,44
centana,44
egmnom,44
zivley,44
stand,44
pathing,44
consider,44
model,44
land,44
juno,44
policy,44
dudley,44
propose,44
meredith,44
mack,44
garrick,44
buddy,44
harris,43
romeo,43
quality,43
nothing,43
elsa,43
tailgate,43
joanie,43
connie,43
floor,43
cindy,43
ceo,43
saving,43
charles,43
hit,43
ftworth,43
aug,43
texoma,43
condition,43
austin,43
prayer,43
otherwise,42
coordinate,42
san,42
paper,42
prod,42
potential,42
shawna,42
attention,42
heather,42
along,42
welcome,42
life,42
representative,42
benefit,42
officer,42
agent,42
card,42
maybe,42
transmission,42
speckels,42
ct,42
rule,42
pep,42
active,41
eiben,41
usage,41
hplr,41
critical,41
learn,41
prize,41
property,41
discrepancy,41
black,41
lot,41
function,41
pass,41
brent,41
shop,41
technology,41
internal,41
commodity,41
course,41
maintain,41
perform,41
corporate,41
serve,41
computer,41
action,41
reef,41
forwarded,41
greif,41
sabrae,41
clickathome,41
topica,41
train,40
stretch,40
decrease,40
mind,40
represent,40
phillips,40
edmondson,40
connor,40
hughes,40
least,40
transfer,40
lateral,40
bad,40
parent,40
lake,40
outside,40
kill,40
consemiu,40
updated,40
announce,40
public,40
software,40
cherry,40
seller,40
severson,40
launch,40
laura,40
jaquet,40
amazon,40
understanding,39
pick,39
quick,39
longer,39
vols,39
source,39
approve,39
split,39
pas,39
cowboy,39
bammel,39
victoria,39
industry,39
repair,39
interview,39
correction,39
executive,39
chief,39
drive,39
payroll,39
briley,39
specialist,39
summer,39
following,39
benedict,39
termination,39
griffin,39
hol,39
river,38
jason,38
success,38
kyle,38
except,38
actually,38
guess,38
description,38
research,38
screen,38
spend,38
sheri,38
man,38
worksheet,38
previous,38
board,38
ferc,38
trip,38
jr,38
neon,38
eel,38
listbot,38
ago,37
country,37
effect,37
realize,37
rather,37
ngo,37
flynn,37
cross,37
execute,37
kind,37
deadline,37
finalize,37
beck,37
investment,37
news,37
confidential,37
child,37
tim,37
behalf,37
sharon,37
outlook,37
advance,36
mtbe,36
approx,36
spencer,36
larry,36
far,36
gmt,36
american,36
wilson,36
marlene,36
presentation,36
usa,36
edu,36
similar,36
tool,36
simply,36
registration,36
la,36
brennan,35
personnel,35
affiliate,35
joe,35
debbie,35
connect,35
street,35
benoit,35
broker,35
material,35
accept,35
live,35
vice,35
crude,35
weather,35
hilliard,35
fwd,35
dear,35
cook,35
lesson,35
crow,35
kid,35
airmail,35
provision,34
cokinos,34
committed,34
wrong,34
transco,34
happy,34
industrials,34
outstanding,34
dolphin,34
ces,34
budget,34
todd,34
organization,34
frank,34
sender,34
store,34
cd,34
session,34
lose,34
basin,34
molly,34
chemical,34
merchant,34
nommensen,33
liquid,33
behind,33
guadalupe,33
common,33
operational,33
decision,33
produce,33
sample,33
factor,33
picture,33
explain,33
gain,33
payback,33
pc,33
multiple,33
cilco,33
excite,33
drop,33
intercompany,33
air,33
apparently,33
shari,33
fun,33
tri,33
julia,33
cal,32
hopefully,32
josey,32
hl,32
tie,32
solmonson,32
reminder,32
express,32
various,32
minimum,32
fall,32
finish,32
region,32
count,32
four,32
jay,32
connection,32
salary,32
growth,32
incorrect,32
equipment,32
peggy,32
redmond,32
electric,32
attempt,32
obtain,32
russ,32
invitation,32
esther,32
brad,32
participate,32
jerry,32
sdsnom,32
ebs,32
foot,32
island,31
refer,31
diane,31
separate,31
gay,31
resolution,31
flag,31
possibly,31
noon,31
lon,31
aquila,31
replace,31
properly,31
pre,31
bit,31
consent,31
five,31
recently,31
distribute,31
cousino,31
earlier,31
major,31
town,31
bank,31
act,31
goal,31
compressor,31
touch,31
commission,31
org,31
dawn,31
ocean,31
near,31
urbanek,31
hector,31
wa,31
ecom,31
commence,30
tommy,30
rev,30
lyondell,30
eog,30
dulce,30
pressure,30
highlight,30
spoke,30
aim,30
functionality,30
craig,30
building,30
enhancement,30
davis,30
leader,30
road,30
likely,30
eliminate,30
suppose,30
instruction,30
conoco,30
giron,30
sean,30
sr,30
garden,30
bretz,30
hydrocarbon,30
adonis,30
ti,30
locker,30
bankruptcy,30
significant,29
intra,29
generate,29
randall,29
documentation,29
negotiate,29
accountant,29
htm,29
true,29
choate,29
administration,29
percentage,29
broadband,29
example,29
expand,29
contribution,29
amy,29
bar,29
reward,29
darrel,29
bane,29
driver,29
cart,29
darron,29
mcloughlin,29
barrett,29
ga,29
tessie,29
own,28
initial,28
agua,28
anderson,28
recent,28
sarco,28
minute,28
history,28
fast,28
prevent,28
franklin,28
reporting,28
flowed,28
watch,28
technical,28
zeroed,28
wed,28
eye,28
ryan,28
automatically,28
comstock,28
cold,28
oba,28
extension,28
drill,28
deer,28
zajac,28
beemer,28
completion,28
europe,28
melba,28
opm,28
pico,28
writeoff,28
seneca,28
trochta,28
imceanotes,28
heal,27
informed,27
pretty,27
language,27
dale,27
theresa,27
header,27
private,27
knowledge,27
mr,27
procedure,27
red,27
ifhsc,27
half,27
external,27
cancel,27
sound,27
kcs,27
campos,27
medium,27
house,27
ahead,27
richardson,27
expatriate,27
club,27
music,27
coast,27
danny,27
gerald,27
wc,27
recall,27
pray,27
egm,27
netco,27
sometime,26
advice,26
assistant,26
avail,26
forget,26
nominates,26
throughout,26
suggestion,26
limited,26
master,26
pls,26
sincerely,26
prompt,26
six,26
portion,26
connevey,26
torch,26
provider,26
upgrade,26
objective,26
phillip,26
anyway,26
text,26
tournament,26
paragraph,26
applicable,26
nathan,26
vicente,26
sarmiento,26
tab,26
mo,26
discount,26
dewpoint,26
coupon,26
seat,26
sunsail,26
cowtrap,26
hc,25
souza,25
originally,25
encourage,25
incremental,25
trisha,25
edi,25
marlin,25
steven,25
pvr,25
particular,25
stacy,25
okay,25
unless,25
whatever,25
accordingly,25
brief,25
coffey,25
implement,25
international,25
respect,25
rusty,25
design,25
joseph,25
att,25
tonight,25
kristin,25
shoreline,25
finally,25
eff,25
valve,25
filing,25
carriere,25
moshou,25
martinez,25
modify,25
dell,25
ft,25
robin,25
gore,25
intraday,25
suspend,25
exhibit,25
isc,25
bussell,24
evening,24
carry,24
kerr,24
mcgee,24
sort,24
tennessee,24
mips,24
gregory,24
revenue,24
opinion,24
da,24
thus,24
measure,24
retail,24
nelson,24
sheila,24
supervisor,24
college,24
ram,24
mailbox,24
midstream,24
alternative,24
main,24
settle,24
instal,24
edit,24
buckley,24
hlavaty,24
wayne,24
kenne,24
patricia,24
kara,24
jack,24
mgmt,24
den,24
national,24
flight,24
pond,24
eddie,24
ehronline,24
election,24
bobby,24
armstrong,24
fund,24
notification,23
harrison,23
single,23
direction,23
feed,23
accomplish,23
none,23
electronic,23
extra,23
heard,23
upstream,23
law,23
grow,23
worldwide,23
bass,23
keith,23
forecast,23
investor,23
conduct,23
consumer,23
partnership,23
gossett,23
manually,23
guest,23
format,23
inactivate,23
added,23
reid,23
hansen,23
piece,23
redelivery,23
hand,23
preparation,23
palmer,23
quarter,23
carter,23
sponsor,23
lozano,23
becky,23
generation,23
court,23
rus,23
vintage,22
respective,22
lenart,22
ecf,22
secure,22
egpfc,22
lunch,22
sutton,22
hesitate,22
proceed,22
migrate,22
republic,22
proper,22
treat,22
break,22
skill,22
among,22
although,22
de,22
combine,22
actualize,22
collect,22
certain,22
approach,22
bowen,22
video,22
advantage,22
relation,22
miller,22
face,22
commit,22
equity,22
port,22
supplier,22
trouble,22
delay,22
browser,22
membership,22
amelia,22
alland,22
helpful,22
shall,22
fosdick,22
eex,22
gap,22
carol,22
migration,22
cannon,22
participant,22
fl,22
joan,22
sea,22
gloria,22
griffith,22
cashout,22
glo,22
milwaukee,22
ml,22
incorrectly,21
moore,21
luck,21
speed,21
revised,21
felipe,21
gregg,21
desire,21
dorcheus,21
clarification,21
remainder,21
graham,21
offsystem,21
denver,21
mile,21
ya,21
ball,21
anthony,21
stuff,21
majeure,21
relationship,21
arrive,21
platform,21
tier,21
implementation,21
car,21
prohibit,21
progress,21
fcv,21
jam,21
reservation,21
enronavailso,21
engel,21
admin,21
worldnet,21
patience,21
login,21
wagner,21
claim,21
privacy,21
louis,21
html,21
chevron,21
hess,21
title,20
setup,20
accurate,20
cordes,20
reduction,20
thompsonville,20
thompson,20
elli,20
pig,20
samson,20
establish,20
story,20
rank,20
left,20
designate,20
ward,20
listing,20
folk,20
worth,20
protect,20
lease,20
exact,20
planning,20
est,20
dry,20
offset,20
disclosure,20
bed,20
hunter,20
conference,20
profit,20
bav,20
normally,20
sam,20
education,20
obligation,20
florida,20
kenny,20
raise,20
merger,20
jefferson,20
perez,20
sandra,20
interruptible,20
ellenberger,20
sanchez,20
doug,20
mcclure,20
southwest,20
louise,20
luis,20
airline,20
xls,20
finance,20
reviewer,20
reside,20
clarissa,20
explorer,20
hp,20
ia,20
citibank,20
gepl,20
backout,20
initially,19
possibility,19
os,19
search,19
absence,19
nat,19
confusion,19
double,19
rhonda,19
royalty,19
plain,19
historical,19
clay,19
lacy,19
candidate,19
switch,19
webb,19
restriction,19
sylvia,19
york,19
improvement,19
middle,19
cole,19
jpg,19
kam,19
le,19
correspond,19
olinger,19
shopping,19
range,19
shipment,19
hello,19
curve,19
relief,19
ronald,19
tee,19
regulation,19
lightfoot,19
refinery,19
flavin,19
marshall,19
holly,19
calculate,19
display,19
valerie,19
mjg,19
url,19
redraft,19
garcia,19
luther,19
income,19
lyon,19
inquiry,19
majorwitz,19
tglo,19
m,19
juliann,19
inlet,18
profile,18
anticipate,18
clarify,18
audit,18
season,18
scada,18
maria,18
faye,18
hpll,18
creek,18
cody,18
quickly,18
barbara,18
consolidate,18
hire,18
tara,18
client,18
rise,18
sooner,18
buying,18
vol,18
recognize,18
regardless,18
leadership,18
schwarz,18
avoid,18
manual,18
downstream,18
differently,18
percent,18
vary,18
lay,18
bush,18
ac,18
duplicate,18
stream,18
chase,18
annual,18
auto,18
strategic,18
swbell,18
capability,18
pleased,18
regulatory,18
portland,18
evaluation,18
category,18
guarantee,18
pilot,18
somewhere,18
alex,18
press,18
subtotal,18
choice,18
carla,18
microsoft,18
norma,18
agenda,18
spec,18
pge,18
introduce,18
earthlink,18
rh,18
recommend,18
dianne,18
church,18
confuse,18
douglas,18
dinner,18
deduction,18
shankster,18
burn,18
asp,18
sd,18
ranger,18
elect,18
bowl,18
warner,18
ky,18
turbotax,18
pgtt,18
alpine,18
flw,18
block,17
residue,17
gilbert,17
difficulty,17
selling,17
cent,17
christine,17
coral,17
wonder,17
northern,17
busy,17
unresolved,17
completely,17
heart,17
beth,17
attl,17
professional,17
eat,17
gate,17
compile,17
regular,17
local,17
advisor,17
knox,17
tel,17
sever,17
pure,17
administrative,17
redelivered,17
chuck,17
rely,17
glad,17
sordo,17
lynn,17
moscoso,17
matthew,17
hedge,17
evidence,17
karry,17
laporte,17
inactive,17
unfortunately,17
christopher,17
ann,17
iwon,17
rob,17
staab,17
dat,17
scribner,17
defs,17
immediate,17
familiar,17
carbide,17
conner,17
mb,17
smi,17
ina,17
kemp,17
swisher,17
gte,17
samuel,16
interstate,16
age,16
table,16
round,16
nice,16
neuner,16
usual,16
operating,16
successful,16
valuable,16
galveston,16
columbiagas,16
often,16
default,16
walk,16
mmcf,16
facilitate,16
human,16
turnaround,16
award,16
westmoreland,16
detailed,16
expectation,16
utilize,16
improve,16
billion,16
venture,16
disregard,16
almost,16
tonya,16
ron,16
modem,16
menu,16
perkins,16
payable,16
keiser,16
hedstrom,16
earnings,16
association,16
newsletter,16
tour,16
beach,16
sail,16
orleans,16
permit,16
baby,16
tm,16
pending,16
rally,16
hardy,16
replacement,16
greatly,16
trust,16
adam,16
organizational,16
saw,16
colorado,16
kingwood,16
seasonal,16
federal,16
warn,16
activate,16
balfour,16
restrict,16
ots,16
abacustech,16
student,16
father,16
oh,16
sandy,16
prepared,16
mao,16
praxair,16
hgm,16
powell,16
gordon,16
spl,16
bev,16
moody,16
janzen,16
pine,16
formosa,16
po,16
strictly,16
jayant,16
krishnaswamy,16
psalm,16
wi,16
mke,16
ripley,16
antoinette,16
rewrite,16
telephone,15
payne,15
yanowski,15
cinergy,15
mclarney,15
accrual,15
jennings,15
superior,15
insure,15
del,15
safe,15
humble,15
duty,15
hilcorp,15
unpathed,15
robinson,15
win,15
carefully,15
mobile,15
strong,15
hotline,15
shannon,15
fixed,15
explanation,15
logic,15
heinrich,15
pleus,15
bridgeline,15
meantime,15
depend,15
economics,15
fully,15
boas,15
andrew,15
shot,15
cap,15
exceed,15
dana,15
q,15
resort,15
formerly,15
overall,15
newly,15
alan,15
tackett,15
tech,15
size,15
acquisition,15
carrie,15
shirt,15
parrot,15
lambert,15
paste,15
shipping,15
hgpl,15
map,15
normal,15
engineer,15
sorenson,15
stevens,15
cove,15
amoco,15
flexible,15
selection,15
crisis,15
editor,15
jody,15
coverage,15
shortly,15
carl,15
messenger,15
solely,15
calculation,15
orig,15
core,15
nancy,15
christian,15
ford,15
stuart,15
relevant,15
space,15
rangel,15
toni,15
minimal,15
definitely,15
shirley,15
sm,15
strategy,15
expiration,15
mcfd,15
driscoll,15
fm,15
brandee,15
gorons,15
nc,15
aybar,15
picl,15
cps,15
csgt,15
tess,15
pymt,15
creditor,15
brcc,15
yf,15
lauer,15
jersey,14
method,14
recap,14
especially,14
organize,14
scheduling,14
cooperation,14
ngpl,14
purchaser,14
christmas,14
ben,14
offshore,14
ii,14
difficult,14
specifically,14
concerned,14
till,14
lewis,14
joint,14
proposal,14
accomplishment,14
cst,14
grand,14
practice,14
moment,14
install,14
coach,14
operator,14
reconcile,14
topic,14
max,14
loop,14
tv,14
task,14
signature,14
winter,14
daigle,14
rich,14
slow,14
government,14
congratulate,14
michelle,14
van,14
andrea,14
jimmy,14
perfect,14
mistake,14
vp,14
inside,14
mandatory,14
kick,14
outline,14
series,14
song,14
cool,14
subscribe,14
bottom,14
cantrell,14
oak,14
cliff,14
remind,14
lotus,14
blay,14
eugenio,14
joyce,14
sep,14
rental,14
departure,14
peak,14
inter,14
kris,14
rao,14
generally,14
lady,14
folder,14
spread,14
validation,14
rac,14
liability,14
ea,14
insurance,14
washington,14
amend,14
jacqueline,14
eogresources,14
svajian,14
prefer,14
minhplno,14
minus,14
prorate,14
stewart,14
gray,14
celebration,14
hadix,14
drn,14
ionaalphonso,14
padre,14
cleco,14
olson,14
freedom,14
ets,14
truong,14
ramesh,14
messaging,14
cuccia,14
scotty,13
lilly,13
corpus,13
usually,13
dupont,13
convenience,13
aggie,13
listen,13
enable,13
figure,13
convert,13
retain,13
renegotiate,13
define,13
overview,13
appreciation,13
assumption,13
imagine,13
byron,13
priority,13
retroactive,13
door,13
hodge,13
irena,13
trey,13
electricity,13
economy,13
historically,13
manner,13
maximum,13
fail,13
publish,13
pulp,13
collection,13
receivables,13
karie,13
achieve,13
fan,13
whenever,13
peter,13
clarkston,13
earn,13
transact,13
instance,13
flat,13
bind,13
faxed,13
economic,13
roger,13
anytime,13
stress,13
kendall,13
cycle,13
jake,13
community,13
sarah,13
sense,13
lock,13
flanagan,13
egf,13
wire,13
chart,13
counter,13
hm,13
avg,13
invest,13
dick,13
dreyfus,13
basketball,13
target,13
contractual,13
former,13
kinder,13
lubrizol,13
voicemail,13
ec,13
swap,13
confidentiality,13
vote,13
lal,13
urgent,13
embedded,13
couvillon,13
baytown,13
transmit,13
midpoint,13
girl,13
riverside,13
lobo,13
lehman,13
amerada,13
ews,13
haley,13
senate,13
fisher,13
vela,13
hubco,13
cingular,13
timely,12
assure,12
citgo,12
christi,12
dba,12
row,12
weekly,12
accuracy,12
costilla,12
conflict,12
truly,12
onshore,12
sole,12
garza,12
zapata,12
maker,12
mineral,12
catch,12
destination,12
ranking,12
calgary,12
shortage,12
closely,12
ownership,12
exercise,12
srm,12
appointment,12
authorized,12
janice,12
hogan,12
reverse,12
seek,12
bandwidth,12
effectively,12
mcconnell,12
roos,12
wife,12
diamond,12
ring,12
retrieve,12
float,12
regina,12
participation,12
validate,12
clerk,12
imelda,12
frayre,12
bp,12
consistent,12
judy,12
startup,12
lane,12
indutrial,12
columbus,12
martha,12
theriot,12
smtp,12
presently,12
extent,12
et,12
discover,12
override,12
frame,12
timeline,12
lori,12
swiber,12
cyndie,12
levy,12
remote,12
kitchen,12
execution,12
acock,12
prime,12
compaq,12
,12
willing,12
wood,12
midnight,12
cumulative,12
